ID	Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	Tags
religion	religion	"A <span id=""word-in-definition"">religion</span> is a belief in a god or gods."	noun		B1	/rɪˈlɪdʒ.ən/	"<img src=""religion.jpg"" />"	Their religion taught that people should forgive their enemies.	• the Christian religion	[sound:religion.mp3]	[sound:religion_meaning.mp3]	[sound:religion_example.mp3]						English::cefr-B1
sum	sum	"A <span id=""word-in-definition"">sum</span> is a specific amount of money."	noun		B1	/sʌm/	"<img src=""sum.jpg"" />"	He calculated the numbers to see what the sum of his bills would be.	"• Huge sums of money are spent on national defence.
<br>• He sold the house for a tidy (= large) sum.
<br>• humorous I worked for three whole weeks for which I received the princely (= very low) sum of $100."	[sound:sum.mp3]	[sound:sum_meaning.mp3]	[sound:sum_example.mp3]						English::cefr-B1
update (v)	update	"To <span id=""word-in-definition"">update</span> something means to make it more modern."	verb		B2	/ʌpˈdeɪt/	"<img src=""update.jpg"" />"	We need to update the programs on our computers.	• an updated version of the software	[sound:update.mp3]	[sound:update_meaning.mp3]	[sound:update_example.mp3]						English::cefr-B2
charity	charity	"<span id=""word-in-definition"">charity</span> is an act of giving help, usually money, to those who need it."	noun		B1	/ˈtʃer.ə.t̬i/	"<img src=""charity.jpg"" />"	Thanks to his friends’ charity, he had enough money to pay the rent.	"• She does a lot of work for charity.
<br>• People tend to give to (= give money to) charity at Christmas time.
<br>• They did a charity performance on the first night, to raise money for AIDS research."	[sound:charity.mp3]	[sound:charity_meaning.mp3]	[sound:charity_example.mp3]						English::cefr-B1
commerce	commerce	"<span id=""word-in-definition"">commerce</span> is the activity of buying and selling things."	noun		B2	/ˈkɑː.mɝːs/	"<img src=""commerce.jpg"" />"	The new shopping mall increased the commerce in that section of town.	• the world of commerce and industry	[sound:commerce.mp3]	[sound:commerce_meaning.mp3]	[sound:commerce_example.mp3]						English::cefr-B2
cozy	cozy	"If something is <span id=""word-in-definition"">cozy</span>, then it is comfortable, warm, and relaxing."	adjective		B1	/ˈkoʊ·zi/	"<img src=""cozy.jpg"" />"	The thick blanket made the bed very cozy.	"• This room is nice and cozy in the winter.
<br>• He showed me into a cozy little room.
<br>• It's much better to have a small cozy room than a big cold one.
<br>• The room looked cozy and inviting."	[sound:cozy.mp3]	[sound:cozy_meaning.mp3]	[sound:cozy_example.mp3]						English::cefr-B1
economy	economy	"An <span id=""word-in-definition"">economy</span> is the money and businesses of a country or region."	noun		B2	/iˈkɑː.nə.mi/	"<img src=""economy.jpg"" />"	The factory was good for the economy because it brought jobs to the area.	"• the global economy
<br>• the German/US economy
<br>• the state of the economy
<br>• a weak/strong economy
<br>• Tourism contributes millions of pounds to the local economy."	[sound:economy.mp3]	[sound:economy_meaning.mp3]	[sound:economy_example.mp3]						English::cefr-B2
hitchhike	hitchhike	"To <span id=""word-in-definition"">hitchhike</span> means to travel by asking for rides from passing vehicles."	verb		B1	/ˈhɪtʃ.haɪk/	"<img src=""hitchhike.jpg"" />"	She didn’t have a car, so she hitchhiked several miles to her brother’s home.	"• I would never hitchhike on my own.
<br>• They hitchhiked to Paris."	[sound:hitchhike.mp3]	[sound:hitchhike_meaning.mp3]	[sound:hitchhike_example.mp3]						English::cefr-B1
pity	pity	"<span id=""word-in-definition"">pity</span> is the feeling of sadness and kindness for those who are suffering."	noun		B2	/ˈpɪt̬.i/	"<img src=""pity.jpg"" />"	Because she had pity for the lost boy, she helped him find his parents.	"• The girl stood gazing in/with pity at the old lion in the cage.
<br>• She agreed to go out with him more out of pity than anything.
<br>• These people don't want pity, they want practical help."	[sound:pity.mp3]	[sound:pity_meaning.mp3]	[sound:pity_example.mp3]						English::cefr-B2
reduce	reduce	"To <span id=""word-in-definition"">reduce</span> something means to make it less in size or number."	verb		B1	/rɪˈduːs/	"<img src=""reduce.jpg"" />"	When the store reduced its prices, people wanted to shop there.	"• Do nuclear weapons really reduce the risk of war?
<br>• The plane reduced speed as it approached the airport.
<br>• My weight reduces when I stop eating sugar.
<br>• We bought a TV that was reduced from £500 to £350 in the sales.
<br>• I reduced the problem to a few simple questions."	[sound:reduce.mp3]	[sound:reduce_meaning.mp3]	[sound:reduce_example.mp3]						English::cefr-B1
temper	temper	"A <span id=""word-in-definition"">temper</span> is someone’s mood or a chance that they might get angry."	noun		B2	/ˈtem.pɚ/	"<img src=""temper.jpg"" />"	She has a temper. Even the slightest mistakes make her angry.	"• She has a real temper.
<br>• He's got a really bad temper."	[sound:temper.mp3]	[sound:temper_meaning.mp3]	[sound:temper_example.mp3]						English::cefr-B2
accurate	accurate	"If something is <span id=""word-in-definition"">accurate</span>, it is completely correct."	adjective		B1	/ˈæk.jɚ.ət/	"<img src=""accurate.jpg"" />"	The story in the newspaper wasn’t very accurate.	"• an accurate machine
<br>• an accurate description
<br>• The figures they have used are just not accurate.
<br>• Her novel is an accurate reflection of life in Spain.
<br>• We hope to become more accurate in predicting earthquakes."	[sound:accurate.mp3]	[sound:accurate_meaning.mp3]	[sound:accurate_example.mp3]						English::cefr-B1
analyze	analyze	"To <span id=""word-in-definition"">analyze</span> something is to study it, especially by separating it into its parts, in order to discover what it is or contains."	verb		B2	/ˈæn·əlˌɑɪz/	"<img src=""analyze.jpg"" />"	The scientist will analyze the blood sample.	"• Water samples taken from streams were analyzed for contamination by chemicals.
<br>• The powder was sent to the lab to be analyzed."	[sound:analyze.mp3]	[sound:analyze_meaning.mp3]	[sound:analyze_example.mp3]						English::cefr-B2
factor	factor	"A <span id=""word-in-definition"">factor</span> is something that has an effect on the way another thing happens."	noun		B2	/ˈfæk.tɚ/	"<img src=""factor.jpg"" />"	Smoking is the main factor that causes lung cancer.	"• People's voting habits are influenced by political, social and economic factors.
<br>• Heavy snow was a contributing factor in the accident.
<br>• Price will be a major/crucial factor in the success of this new product.
<br>• The economy is regarded as the decisive/key factor in the outcome of the election.
<br>• informal The movie's success is largely due to its feel-good factor (= its ability to make people feel happy)."	[sound:factor.mp3]	[sound:factor_meaning.mp3]	[sound:factor_example.mp3]						English::cefr-B2
identical	identical	"To be <span id=""word-in-definition"">identical</span> is to be the same as someone or something else."	adjective		B2	/aɪˈden.t̬ə.kəl/	"<img src=""identical.jpg"" />"	James and John are identical twins.	"• I've got three identical blue suits.
<br>• The two rooms were virtually identical.
<br>• The interests of both parties may not be identical, but they do overlap considerably.
<br>• The tests are identical to those carried out last year."	[sound:identical.mp3]	[sound:identical_meaning.mp3]	[sound:identical_example.mp3]						English::cefr-B2
majority	majority	"A <span id=""word-in-definition"">majority</span> of something is most of the people or things in a group"	noun		B2	/məˈdʒɑː.rə.t̬i/	"<img src=""majority.jpg"" />"	A majority of the people voted for Tom Smith in the election.	"• The majority of the employees have university degrees.
<br>• A large majority of people approve of the death sentence.
<br>• In Britain women are in the/a majority."	[sound:majority.mp3]	[sound:majority_meaning.mp3]	[sound:majority_example.mp3]						English::cefr-B2
vast	vast	"If something is <span id=""word-in-definition"">vast</span>, it is very large."	adjective		B2	/væst/	"<img src=""vast.jpg"" />"	The wealthy man bought a vast amount of land in the countryside.	"• A vast audience watched the broadcast.
<br>• The amount of detail the book contains is vast.
<br>• The people who have taken our advice have saved themselves vast amounts/sums of money.
<br>• The vast majority of children attend state schools."	[sound:vast.mp3]	[sound:vast_meaning.mp3]	[sound:vast_example.mp3]						English::cefr-B2
vegetarian	vegetarian	"A <span id=""word-in-definition"">vegetarian</span> is someone who does not eat any meat products."	noun		B1	/ˌvedʒ.əˈter.i.ən/	"<img src=""vegetarian.jpg"" />"	I became a vegetarian because I don’t like the taste of meat.	"• Of the four million people who have become vegetarians in this country, nearly two thirds are women.
<br>• Everyone I know likes the smell of bacon - even Mike does and he's a vegetarian.
<br>• You're a vegetarian and you eat fish?
<br>• I've been feeling much healthier since I became a vegetarian.
<br>• She's been a vegetarian for ten years now.
<br>• Don't tell him you're a vegetarian - it's like a red rag to a bull."	[sound:vegetarian.mp3]	[sound:vegetarian_meaning.mp3]	[sound:vegetarian_example.mp3]						English::cefr-B1
dizzy	dizzy	"If someone is <span id=""word-in-definition"">dizzy</span>, then they feel off balance as if they will fall down."	adjective		B2	/ˈdɪz.i/	"<img src=""dizzy.jpg"" />"	The pregnant woman was dizzy after standing up too quickly.	"• Going without sleep for a long time makes me feel dizzy and light-headed.
<br>• I felt dizzy with excitement as I went up to collect the award."	[sound:dizzy.mp3]	[sound:dizzy_meaning.mp3]	[sound:dizzy_example.mp3]						English::cefr-B2
saucer	saucer	"A <span id=""word-in-definition"">saucer</span> is a small round dish that you set a cup on."	noun		B1	/ˈsɑː.sɚ/	"<img src=""saucer.jpg"" />"	He placed the spoon on the saucer.	"• a cup and saucer
<br>• She gave the cat a saucer of milk (= a small amount of milk on a saucer)."	[sound:saucer.mp3]	[sound:saucer_meaning.mp3]	[sound:saucer_example.mp3]						English::cefr-B1
tense	tense	"If someone is <span id=""word-in-definition"">tense</span>, they are worried something bad might happen."	adjective		B2	/tens/	"<img src=""tense.jpg"" />"	After the phone call, Monica was very tense.	• She was very tense as she waited for the interview.	[sound:tense.mp3]	[sound:tense_meaning.mp3]	[sound:tense_example.mp3]						English::cefr-B2
aircraft	aircraft	"An <span id=""word-in-definition"">aircraft</span> is a vehicle that flies in the sky, such as an airplane or helicopter."	noun		B2	/ˈer.kræft/	"<img src=""aircraft.jpg"" />"	At the museum in the airport, you can see a lot of old aircraft.	• military aircraft	[sound:aircraft.mp3]	[sound:aircraft_meaning.mp3]	[sound:aircraft_example.mp3]						English::cefr-B2
celebrity	celebrity	"A <span id=""word-in-definition"">celebrity</span> is someone who is famous, esp. in the entertainment business, or the state of being such person."	noun		B1	/səˈleb.rə.t̬i/	"<img src=""celebrity.jpg"" />"	It was the highlight of the evening when the celebrities arrived.	"• Being recognized in the street is part and parcel of being a celebrity.
<br>• The success of her book has given her unexpected celebrity status.
<br>• The celebrity guests turned up dressed in sumptuous evening gowns.
<br>• She loves to read about the lives of celebrities."	[sound:celebrity.mp3]	[sound:celebrity_meaning.mp3]	[sound:celebrity_example.mp3]						English::cefr-B1
concrete	concrete	"<span id=""word-in-definition"">concrete</span> is a substance made from stones."	noun		B2	/ˈkɑːn.kriːt/	"<img src=""concrete.jpg"" />"	The man covered the ground with concrete.	"• reinforced concrete
<br>• a concrete floor/path
<br>• a grey concrete building"	[sound:concrete.mp3]	[sound:concrete_meaning.mp3]	[sound:concrete_example.mp3]						English::cefr-B2
decisive	decisive	"If someone is <span id=""word-in-definition"">decisive</span>, they make decisions quickly."	adjective		B2	/dɪˈsaɪ.sɪv/	"<img src=""decisive.jpg"" />"	Our boss is very decisive, so it did not take long to organize the project.	"• You need to be more decisive.
<br>• a decisive reply"	[sound:decisive.mp3]	[sound:decisive_meaning.mp3]	[sound:decisive_example.mp3]						English::cefr-B2
